employee_id,department,region,tenure,role_level,work_mode,wave,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,uwes_1,uwes_2,uwes_3,pers_1,pers_2,pers_3,tech_1,tech_2,tech_3,just_1,just_2,psys_1,psys_2,esg_1,esg_2
E0881,M,Europe,3-5y,senior,hybrid,1,4.0,3.0,4.0,7.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,6.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0
E0882,G,US,>5y,senior,hybrid,1,3.0,3.0,4.0,8.0,3.0,3.0,2.0,4.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,5.0,2.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0
E0883,R,Israel,1-3y,mid,hybrid,1,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0
E0884,M,US,1-3y,senior,remote,1,5.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,7.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0
E0885,C,US,1-3y,mid,hybrid,1,3.0,4.0,5.0,7.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,9.0,4.0,3.0,5.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0
E0886,R,US,1-3y,mid,remote,1,4.0,4.0,5.0,8.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,6.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0
E0887,O,US,1-3y,mid,hybrid,1,4.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0
E0888,O,Israel,>5y,senior,remote,1,4.0,4.0,5.0,8.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,9.0,4.0,3.0,3.0,2.0,3.0,2.0,5.0,5.0,5.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0
E0889,R,Europe,3-5y,junior,hybrid,1,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,6.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0
E0890,D,US,1-3y,junior,remote,1,4.0,4.0,4.0,8.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,6.0,5.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0
E0891,H,Europe,1-3y,mid,hybrid,1,5.0,5.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,10.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0
E0892,M,India,>5y,mid,hybrid,1,5.0,4.0,5.0,9.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0
E0893,R,US,1-3y,mid,remote,1,5.0,5.0,5.0,9.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,8.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0
E0894,J,India,1-3y,mid,remote,1,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,6.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0
E0895,Other (24),US,<1y,junior,remote,1,3.0,5.0,4.0,10.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,2.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0
E0896,A,US,3-5y,senior,hybrid,1,5.0,4.0,4.0,7.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,8.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0
E0897,Other (24),Israel,1-3y,junior,remote,1,5.0,2.0,4.0,8.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,10.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0
E0898,Other (24),Europe,3-5y,junior,hybrid,1,3.0,4.0,4.0,7.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,1.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,2.0,5.0,8.0,5.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0
E0899,Other (24),UK,1-3y,mid,hybrid,1,3.0,4.0,3.0,7.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0
E0900,N,UK,>5y,lead,remote,1,4.0,5.0,3.0,9.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0
E0901,Other (24),Europe,1-3y,lead,hybrid,1,3.0,4.0,4.0,8.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,4.0,7.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
E0902,Other (24),Europe,<1y,senior,hybrid,1,5.0,4.0,3.0,7.0,4.0,5.0,5.0,4.0,2.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,8.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0
E0903,Other (24),Europe,<1y,mid,hybrid,1,5.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,5.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0
E0904,E,Israel,<1y,mid,hybrid,1,3.0,4.0,3.0,7.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,6.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0
E0905,A,India,<1y,junior,remote,1,3.0,2.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,3.0
E0906,M,Israel,<1y,lead,hybrid,1,2.0,4.0,5.0,9.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0
E0907,N,US,1-3y,junior,hybrid,1,4.0,4.0,4.0,8.0,5.0,3.0,5.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,7.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,4.0
E0908,R,Israel,1-3y,mid,hybrid,1,3.0,4.0,4.0,7.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,7.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0
E0909,R,Israel,1-3y,mid,hybrid,1,3.0,4.0,4.0,6.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,6.0,3.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0
E0910,A,US,1-3y,junior,hybrid,1,3.0,2.0,3.0,6.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,10.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0
E0911,K,Europe,1-3y,junior,hybrid,1,3.0,2.0,5.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,6.0,5.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0
E0912,C,US,1-3y,junior,onsite,1,3.0,4.0,1.0,6.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,5.0,3.0,2.0,7.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0
E0913,L,Europe,<1y,mid,remote,1,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,7.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0
E0914,Other (24),US,3-5y,mid,onsite,1,3.0,4.0,3.0,8.0,5.0,4.0,3.0,5.0,4.0,3.0,2.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,7.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0
E0915,F,US,3-5y,senior,remote,1,3.0,3.0,2.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,8.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0
E0916,L,UK,1-3y,mid,remote,1,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,4.0,7.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0
E0917,A,Israel,3-5y,mid,hybrid,1,3.0,4.0,4.0,6.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0
E0918,O,UK,<1y,mid,remote,1,3.0,3.0,5.0,6.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,5.0
E0919,Other (24),Israel,1-3y,mid,onsite,1,4.0,4.0,4.0,7.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,9.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0
E0920,L,Israel,3-5y,mid,hybrid,1,3.0,4.0,5.0,7.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,6.0,4.0,1.0,4.0,2.0,2.0,1.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0
E0921,H,Israel,1-3y,senior,hybrid,1,5.0,5.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,10.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0
E0922,Other (24),US,3-5y,mid,hybrid,1,2.0,4.0,3.0,9.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
E0923,G,UK,1-3y,mid,hybrid,1,4.0,3.0,3.0,8.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,9.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0
E0924,N,Europe,3-5y,junior,onsite,1,3.0,3.0,4.0,6.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,2.0
E0925,N,Europe,>5y,lead,remote,1,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0
E0926,D,Europe,>5y,junior,hybrid,1,4.0,3.0,5.0,7.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,9.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0
E0927,P,UK,1-3y,lead,hybrid,1,2.0,5.0,4.0,7.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,1.0,3.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0
E0928,O,Europe,>5y,junior,hybrid,1,3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
E0929,N,India,1-3y,mid,hybrid,1,2.0,5.0,3.0,7.0,5.0,3.0,1.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0
E0930,F,Israel,1-3y,mid,remote,1,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,1.0,4.0,9.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0
E0931,Other (24),UK,<1y,senior,hybrid,1,3.0,3.0,3.0,7.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,7.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,5.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0
E0932,P,Europe,1-3y,mid,hybrid,1,3.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0
E0933,P,UK,1-3y,junior,hybrid,1,2.0,4.0,4.0,6.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,1.0,4.0,7.0,2.0,2.0,5.0,1.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,5.0
E0934,A,US,<1y,mid,hybrid,1,4.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0
E0935,R,US,<1y,senior,onsite,1,2.0,4.0,4.0,8.0,4.0,3.0,1.0,5.0,2.0,5.0,5.0,4.0,2.0,5.0,1.0,5.0,2.0,2.0,3.0,5.0,1.0,4.0,4.0,3.0,5.0,2.0,3.0,6.0,4.0,2.0,5.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0
E0936,Other (24),US,1-3y,lead,hybrid,1,4.0,4.0,3.0,8.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,8.0,2.0,2.0,4.0,3.0,3.0,1.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
E0937,H,Israel,1-3y,junior,onsite,1,5.0,4.0,5.0,10.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,8.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0
E0938,R,Israel,1-3y,senior,hybrid,1,3.0,4.0,4.0,7.0,4.0,5.0,3.0,5.0,1.0,5.0,4.0,5.0,1.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,6.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0
E0939,N,UK,<1y,senior,hybrid,1,4.0,4.0,4.0,8.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,5.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,7.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0
E0940,K,UK,1-3y,senior,remote,1,3.0,2.0,4.0,6.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,3.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,5.0,3.0,4.0,4.0
E0941,Other (24),India,<1y,junior,hybrid,1,3.0,4.0,5.0,7.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,7.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0
E0942,C,US,>5y,mid,onsite,1,4.0,4.0,5.0,8.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0
